state,county,party_x,DEM_votes,party_y,REP_votes
Maine,Bath,REP,1540,DEM,3421
Maine,Bowdoin,REP,1079,DEM,755
Maine,Bowdoinham,REP,856,DEM,1123
Maine,Georgetown,REP,294,DEM,525
Maine,Phippsburg,REP,745,DEM,794
Maine,Richmond,REP,1056,DEM,934
Maine,Topsham,REP,2390,DEM,3944
Maine,West Bath,REP,629,DEM,737
Maine,Woolwich,REP,1062,DEM,1038
Maine,Anson,REP,796,DEM,398
Maine,Athens,REP,332,DEM,167
Maine,Bingham,REP,349,DEM,215
Maine,Brighton Plt.,REP,0,DEM,0
Maine,Cambridge,REP,0,DEM,0
Maine,Canaan,REP,749,DEM,384
Maine,Caratunk,REP,0,DEM,0
Maine,Cornville,REP,471,DEM,283
Maine,Dennistown Plt.,REP,0,DEM,0
Maine,Detroit,REP,276,DEM,151
Maine,Embden,REP,375,DEM,181
Maine,Fairfield,REP,1843,DEM,1428
Maine,Harmony,REP,0,DEM,0
Maine,Hartland,REP,610,DEM,266
Maine,Highland Plt.,REP,71,DEM,42
Maine,Jackman,REP,0,DEM,0
Maine,Madison,REP,1411,DEM,928
Maine,Mercer,REP,0,DEM,0
Maine,Moose River,REP,0,DEM,0
Maine,Moscow,REP,194,DEM,74
Maine,New Portland,REP,0,DEM,0
Maine,Norridgewock,REP,1128,DEM,687
Maine,Palmyra,REP,800,DEM,325
Maine,Pittsfield,REP,1156,DEM,817
Maine,Pleasant Ridge Plt.,REP,0,DEM,0
Maine,Ripley,REP,195,DEM,100
Maine,St. Albans,REP,0,DEM,0
Maine,Skowhegan,REP,2215,DEM,1876
Maine,Smithfield,REP,342,DEM,269
Maine,Solon,REP,365,DEM,243
Maine,Starks,REP,237,DEM,137
Maine,The Forks Plt.,REP,0,DEM,0
Maine,West Forks Plt.,REP,0,DEM,0
Maine,Belfast,REP,1259,DEM,2847
Maine,Belmont,REP,319,DEM,259
Maine,Brooks,REP,317,DEM,246
Maine,Burnham,REP,389,DEM,234
Maine,Frankfort,REP,441,DEM,220
Maine,Freedom,REP,236,DEM,201
Maine,Islesboro,REP,120,DEM,309
Maine,Jackson,REP,191,DEM,134
Maine,Knox,REP,540,DEM,415
Maine,Liberty,REP,308,DEM,265
Maine,Lincolnville,REP,548,DEM,1059
Maine,Monroe,REP,266,DEM,308
Maine,Montville,REP,266,DEM,346
Maine,Morrill,REP,355,DEM,242
Maine,Northport,REP,408,DEM,670
Maine,Palermo,REP,537,DEM,381
Maine,Prospect,REP,242,DEM,170
Maine,Searsmont,REP,481,DEM,430
Maine,Searsport,REP,721,DEM,843
Maine,Stockton Springs,REP,508,DEM,529
Maine,Swanville,REP,454,DEM,339
Maine,Thorndike,REP,0,DEM,0
Maine,Troy,REP,340,DEM,233
Maine,Waldo,REP,340,DEM,233
Maine,Winterport,REP,1238,DEM,1032
Maine,Addison,REP,451,DEM,235
Maine,Alexander,REP,224,DEM,73
Maine,Baileyville,REP,421,DEM,239
Maine,Baring Plt.,REP,0,DEM,0
Maine,Beals,REP,0,DEM,0
Maine,Beddington,REP,0,DEM,0
Maine,Calais,REP,856,DEM,626
Maine,Charlotte,REP,0,DEM,0
Maine,Cherryfield,REP,417,DEM,212
Maine,Columbia,REP,0,DEM,0
Maine,Columbia Falls,REP,204,DEM,119
Maine,Cooper,REP,62,DEM,35
Maine,Crawford,REP,0,DEM,0
Maine,Cutler,REP,0,DEM,0
Maine,Danforth,REP,0,DEM,0
Maine,Deblois,REP,0,DEM,0
Maine,Dennysville,REP,0,DEM,0
Maine,East Machias,REP,528,DEM,270
Maine,Eastport,REP,339,DEM,474
Maine,Grand Lake Stream Plt,REP,60,DEM,37
Maine,Harrington,REP,363,DEM,168
Maine,Jonesboro,REP,0,DEM,0
Maine,Jonesport,REP,447,DEM,243
Maine,Lubec,REP,406,DEM,457
Maine,Machias,REP,461,DEM,395
Maine,Machiasport,REP,336,DEM,216
Maine,Marshfield,REP,208,DEM,102
Maine,Meddybemps,REP,0,DEM,0
Maine,Milbridge,REP,391,DEM,326
Maine,Northfield,REP,81,DEM,38
Maine,Pembroke,REP,0,DEM,0
Maine,Perry,REP,0,DEM,0
Maine,Princeton,REP,340,DEM,118
Maine,Robbinston,REP,0,DEM,0
Maine,Roque Bluffs,REP,0,DEM,0
Maine,Steuben,REP,409,DEM,245
Maine,Talmadge,REP,0,DEM,0
Maine,Topsfield,REP,100,DEM,24
Maine,Vanceboro,REP,0,DEM,0
Maine,Waite,REP,0,DEM,0
Maine,Wesley,REP,0,DEM,0
Maine,Whiting,REP,0,DEM,0
Maine,Whitneyville,REP,0,DEM,0
Maine,Acton,REP,930,DEM,651
Maine,Alfred,REP,948,DEM,983
Maine,Arundel,REP,1347,DEM,1405
Maine,Berwick,REP,1519,DEM,3186
Maine,Biddeford,REP,3703,DEM,7019
Maine,Buxton,REP,2686,DEM,2416
Maine,Cornish,REP,478,DEM,429
Maine,Dayton,REP,756,DEM,582
Maine,Eliot,REP,1788,DEM,2839
Maine,Hollis,REP,1535,DEM,1268
Maine,Kennebunk,REP,2682,DEM,5368
Maine,Kennebunkport,REP,926,DEM,1777
Maine,Kittery,REP,1809,DEM,4418
Maine,Lebanon,REP,2178,DEM,1232
Maine,Limerick,REP,948,DEM,813
Maine,Limington,REP,1357,DEM,856
Maine,Lyman,REP,1537,DEM,1315
Maine,Newfield,REP,575,DEM,362
Maine,North Berwick,REP,1557,DEM,1465
Maine,Ogunquit,REP,311,DEM,731
Maine,Old Orchrd Bch,REP,2368,DEM,3708
Maine,Parsonsfield,REP,564,DEM,469
Maine,Saco,REP,4497,DEM,7794
Maine,Sanford,REP,5176,DEM,5382
Maine,Shapleigh,REP,1034,DEM,704
Maine,South Berwick,REP,1734,DEM,2748
Maine,Waterboro,REP,2471,DEM,1861
Maine,Wells,REP,3333,DEM,4465
Maine,York,REP,3352,DEM,6117
Maryland,Allegany,REP,20886,DEM,9158
Maryland,Anne Arundel,REP,127810,DEM,172823
Maryland,Baltimore,REP,136950,DEM,229339
Maryland,Calvert,REP,25346,DEM,22587
Maryland,Caroline,REP,10283,DEM,5095
Maryland,Carroll,REP,60206,DEM,36454
Maryland,Cecil,REP,29439,DEM,16809
Maryland,Charles,REP,25579,DEM,62171
Maryland,Dorchester,REP,8764,DEM,6857
Maryland,Frederick,REP,62221,DEM,75094
Maryland,Garrett,REP,12000,DEM,3281
Maryland,Harford,REP,80930,DEM,63095
Maryland,Howard,REP,48390,DEM,129433
Maryland,Kent,REP,5195,DEM,5329
Maryland,Montgomery,REP,93466,DEM,378957
Maryland,Prince George's,REP,35624,DEM,366037
Maryland,Queen Anne's,REP,18741,DEM,10709
Maryland,St. Mary's,REP,30822,DEM,23137
Maryland,Somerset,REP,5739,DEM,4241
Maryland,Talbot,REP,10946,DEM,11062
Maryland,Washington,REP,40221,DEM,26044
Maryland,Wicomico,REP,22940,DEM,22054
Maryland,Worcester,REP,18571,DEM,12560
Maryland,Baltimore city,REP,24666,DEM,201995
Massachusetts,Barnstable,REP,10824,DEM,15685
Massachusetts,Bourne,REP,5026,DEM,5988
Massachusetts,Brewster,REP,2334,DEM,4905
Massachusetts,Chatham,REP,1827,DEM,3043
Massachusetts,Dennis,REP,3934,DEM,6179
Massachusetts,Eastham,REP,1150,DEM,2862
Massachusetts,Falmouth,REP,7282,DEM,13911
Massachusetts,Harwich,REP,3363,DEM,5761
Massachusetts,Mashpee,REP,4078,DEM,5977
Massachusetts,Orleans,REP,1455,DEM,3285
Massachusetts,Provincetown,REP,181,DEM,2399
Massachusetts,Sandwich,REP,5922,DEM,7519
Massachusetts,Truro,REP,339,DEM,1386
Massachusetts,Wellfleet,REP,478,DEM,1887
Massachusetts,Yarmouth,REP,5954,DEM,9025
Massachusetts,Adams,REP,1429,DEM,2894
Massachusetts,Alford,REP,50,DEM,271
Massachusetts,Becket,REP,0,DEM,0
Massachusetts,Cheshire,REP,775,DEM,1121
Massachusetts,Clarksburg,REP,0,DEM,0
Massachusetts,Dalton,REP,0,DEM,0
Massachusetts,Egremont,REP,174,DEM,782
Massachusetts,Florida,REP,203,DEM,209
Massachusetts,Great Barrington,REP,654,DEM,3364
Massachusetts,Hancock,REP,207,DEM,257
Massachusetts,Hinsdale,REP,402,DEM,771
Massachusetts,Lanesborough,REP,602,DEM,1230
Massachusetts,Lee,REP,977,DEM,2404
Massachusetts,Lenox,REP,586,DEM,2657
Massachusetts,Monterey,REP,102,DEM,481
Massachusetts,Mount Washington,REP,16,DEM,101
Massachusetts,New Ashford,REP,0,DEM,0
Massachusetts,New Marlborough,REP,264,DEM,677
Massachusetts,North Adams,REP,1600,DEM,4216
Massachusetts,Otis,REP,438,DEM,550
Massachusetts,Peru,REP,216,DEM,299
Massachusetts,Pittsfield,REP,4966,DEM,16158
Massachusetts,Richmond,REP,215,DEM,827
Massachusetts,Sandisfield,REP,200,DEM,305
Massachusetts,Savoy,REP,161,DEM,226
Massachusetts,Sheffield,REP,578,DEM,1541
Massachusetts,Stockbridge,REP,237,DEM,1098
Massachusetts,Tyringham,REP,72,DEM,233
Massachusetts,Washington,REP,287,DEM,510
Massachusetts,West Stockbridge,REP,164,DEM,784
Massachusetts,Williamstown,REP,487,DEM,3088
Massachusetts,Windsor,REP,201,DEM,370
Massachusetts,Acushnet,REP,3193,DEM,2550
Massachusetts,Attleboro,REP,9127,DEM,13408
Massachusetts,Berkley,REP,2244,DEM,1744
Massachusetts,Dartmouth,REP,7567,DEM,9456
Massachusetts,Dighton,REP,2473,DEM,2139
Massachusetts,Easton,REP,5337,DEM,8440
Massachusetts,Fairhaven,REP,4229,DEM,5028
Massachusetts,Fall River,REP,13409,DEM,17379
Massachusetts,Freetown,REP,2862,DEM,2446
Massachusetts,Mansfield,REP,5145,DEM,9012
Massachusetts,New Bedford,REP,12781,DEM,20805
Massachusetts,North Attleborough,REP,6764,DEM,8943
Massachusetts,Norton,REP,4551,DEM,5602
Massachusetts,Raynham,REP,4233,DEM,4348
Massachusetts,Rehoboth,REP,4026,DEM,3590
Massachusetts,Seekonk,REP,3957,DEM,4769
Massachusetts,Somerset,REP,5108,DEM,5811
Massachusetts,Swansea,REP,5116,DEM,4734
Massachusetts,Taunton,REP,11016,DEM,14704
Massachusetts,Westport,REP,4947,DEM,5155
Massachusetts,Aquinnah,REP,34,DEM,311
Massachusetts,Chilmark,REP,111,DEM,796
Massachusetts,Edgartown,REP,850,DEM,2181
Massachusetts,Gosnold,REP,0,DEM,0
Massachusetts,Oak Bluffs,REP,728,DEM,2401
Massachusetts,Tisbury,REP,527,DEM,2156
Massachusetts,West Tisbury,REP,338,DEM,1918
Massachusetts,Amesbury,REP,3284,DEM,6692
Massachusetts,Andover,REP,6395,DEM,13430
Massachusetts,Beverly,REP,7057,DEM,16380
Massachusetts,Boxford,REP,2235,DEM,3056
Massachusetts,Danvers,REP,6662,DEM,9698
Massachusetts,Essex,REP,790,DEM,1629
Massachusetts,Georgetown,REP,2357,DEM,3002
Massachusetts,Gloucester,REP,5308,DEM,11572
Massachusetts,Groveland,REP,1961,DEM,2391
Massachusetts,Hamilton,REP,1432,DEM,3289
Massachusetts,Haverhill,REP,12410,DEM,18658
Massachusetts,Ipswich,REP,3101,DEM,6189
Massachusetts,Lawrence,REP,5776,DEM,16854
Massachusetts,Lynn,REP,10191,DEM,24123
Massachusetts,Lynnfield,REP,3949,DEM,4162
Massachusetts,Manchester,REP,1007,DEM,2645
Massachusetts,Marblehead,REP,3777,DEM,10089
Massachusetts,Merrimac,REP,1680,DEM,2505
Massachusetts,Methuen,REP,10945,DEM,14103
Massachusetts,Middleton,REP,2936,DEM,2717
Massachusetts,Nahant,REP,838,DEM,1599
Massachusetts,Newbury,REP,1749,DEM,3112
Massachusetts,Newburyport,REP,3241,DEM,9097
Massachusetts,North Andover,REP,6531,DEM,11004
Massachusetts,Peabody,REP,12688,DEM,16826
Massachusetts,Rockport,REP,1307,DEM,3859
Massachusetts,Rowley,REP,1936,DEM,2176
Massachusetts,Salem,REP,5382,DEM,17786
Massachusetts,Salisbury,REP,2587,DEM,2830
Massachusetts,Saugus,REP,7349,DEM,7722
Massachusetts,Swampscott,REP,2540,DEM,6816
Massachusetts,Topsfield,REP,1600,DEM,2457
Massachusetts,Wenham,REP,763,DEM,1757
Massachusetts,West Newbury,REP,1051,DEM,2072
Massachusetts,Ashfield,REP,180,DEM,993
Massachusetts,Bernardston,REP,422,DEM,915
Massachusetts,Buckland,REP,268,DEM,887
Massachusetts,Charlemont,REP,235,DEM,492
Massachusetts,Colrain,REP,306,DEM,667
Massachusetts,Conway,REP,278,DEM,989
Massachusetts,Deerfield,REP,834,DEM,2421
Massachusetts,Erving,REP,0,DEM,0
Massachusetts,Gill,REP,278,DEM,670
Massachusetts,Greenfield,REP,2261,DEM,6852
Massachusetts,Hawley,REP,70,DEM,155
Massachusetts,Heath,REP,0,DEM,0
Massachusetts,Leverett,REP,155,DEM,1140
Massachusetts,Leyden,REP,155,DEM,330
Massachusetts,Monroe,REP,0,DEM,0
Massachusetts,Montague,REP,1200,DEM,3468
Massachusetts,New Salem,REP,237,DEM,418
Massachusetts,Northfield,REP,592,DEM,1211
Massachusetts,Orange,REP,1699,DEM,1984
Massachusetts,Rowe,REP,113,DEM,152
Massachusetts,Shelburne,REP,208,DEM,910
Massachusetts,Shutesbury,REP,144,DEM,1153
Massachusetts,Sunderland,REP,0,DEM,0
Massachusetts,Warwick,REP,160,DEM,343
Massachusetts,Wendell,REP,0,DEM,0
Massachusetts,Whately,REP,331,DEM,744
Massachusetts,Agawam,REP,8021,DEM,7725
Massachusetts,Blandford,REP,0,DEM,0
Massachusetts,Brimfield,REP,0,DEM,0
Massachusetts,Chester,REP,415,DEM,313
Massachusetts,Chicopee,REP,10622,DEM,14452
Massachusetts,East Longmeadow,REP,4612,DEM,5260
Massachusetts,Granville,REP,565,DEM,402
Massachusetts,Hampden,REP,1709,DEM,1532
Massachusetts,Holland,REP,783,DEM,690
Massachusetts,Holyoke,REP,4804,DEM,11013
Massachusetts,Longmeadow,REP,3438,DEM,6599
Massachusetts,Ludlow,REP,5660,DEM,5419
Massachusetts,Monson,REP,2584,DEM,2440
Massachusetts,Montgomery,REP,0,DEM,0
Massachusetts,Palmer,REP,3240,DEM,3105
Massachusetts,Russell,REP,0,DEM,0
Massachusetts,Southwick,REP,3221,DEM,2359
Massachusetts,Springfield,REP,13896,DEM,38849
Massachusetts,Tolland,REP,186,DEM,136
Massachusetts,Wales,REP,617,DEM,430
Massachusetts,Westfield,REP,9695,DEM,9986
Massachusetts,West Springfield,REP,5916,DEM,6985
Massachusetts,Wilbraham,REP,4247,DEM,4920
Massachusetts,Amherst,REP,849,DEM,10234
Massachusetts,Belchertown,REP,3379,DEM,5728
Massachusetts,Chesterfield,REP,287,DEM,510
Massachusetts,Cummington,REP,159,DEM,412
Massachusetts,Easthampton,REP,2504,DEM,7733
Massachusetts,Goshen,REP,231,DEM,418
Massachusetts,Granby,REP,1802,DEM,2039
Massachusetts,Hadley,REP,918,DEM,2445
Massachusetts,Hatfield,REP,683,DEM,1552
Massachusetts,Huntington,REP,593,DEM,583
Massachusetts,Middlefield,REP,124,DEM,199
Massachusetts,Northampton,REP,1837,DEM,15219
Massachusetts,Pelham,REP,88,DEM,818
Massachusetts,Plainfield,REP,116,DEM,316
Massachusetts,Southampton,REP,1811,DEM,2231
Massachusetts,South Hadley,REP,3223,DEM,6587
Massachusetts,Ware,REP,2440,DEM,2340
Massachusetts,Westhampton,REP,426,DEM,746
Massachusetts,Williamsburg,REP,337,DEM,1445
Massachusetts,Worthington,REP,0,DEM,0
Massachusetts,Acton,REP,2399,DEM,10793
Massachusetts,Arlington,REP,4313,DEM,23024
Massachusetts,Ashby,REP,1009,DEM,956
Massachusetts,Ashland,REP,2926,DEM,7254
Massachusetts,Ayer,REP,1534,DEM,2924
Massachusetts,Bedford,REP,2183,DEM,6065
Massachusetts,Belmont,REP,2920,DEM,11605
Massachusetts,Billerica,REP,10532,DEM,12917
Massachusetts,Boxborough,REP,784,DEM,2516
Massachusetts,Burlington,REP,5510,DEM,9314
Massachusetts,Cambridge,REP,3248,DEM,45426
Massachusetts,Carlisle,REP,759,DEM,2746
Massachusetts,Chelmsford,REP,7680,DEM,13635
Massachusetts,Concord,REP,1972,DEM,10002
Massachusetts,Dracut,REP,8692,DEM,8582
Massachusetts,Dunstable,REP,868,DEM,1224
Massachusetts,Everett,REP,4022,DEM,10343
Massachusetts,Framingham,REP,7705,DEM,23613
Massachusetts,Groton,REP,2108,DEM,4819
Massachusetts,Holliston,REP,2543,DEM,6672
Massachusetts,Hopkinton,REP,2936,DEM,6976
Massachusetts,Hudson,REP,3850,DEM,7409
Massachusetts,Lexington,REP,3298,DEM,16138
Massachusetts,Lincoln,REP,661,DEM,3374
Massachusetts,Littleton,REP,1977,DEM,4474
Massachusetts,Lowell,REP,12054,DEM,24492
Massachusetts,Malden,REP,5904,DEM,18417
Massachusetts,Marlborough,REP,5827,DEM,12332
Massachusetts,Maynard,REP,1651,DEM,4851
Massachusetts,Medford,REP,7412,DEM,22717
Massachusetts,Melrose,REP,4508,DEM,12847
Massachusetts,Natick,REP,4890,DEM,15972
Massachusetts,Newton,REP,8165,DEM,39428
Massachusetts,North Reading,REP,4073,DEM,5501
Massachusetts,Pepperell,REP,3170,DEM,3809
Massachusetts,Reading,REP,5301,DEM,10791
Massachusetts,Sherborn,REP,557,DEM,2206
Massachusetts,Shirley,REP,1493,DEM,2099
Massachusetts,Somerville,REP,4150,DEM,35392
Massachusetts,Stoneham,REP,5348,DEM,8607
Massachusetts,Stow,REP,1258,DEM,3544
Massachusetts,Sudbury,REP,2611,DEM,9075
Massachusetts,Tewksbury,REP,8631,DEM,9709
Massachusetts,Townsend,REP,2601,DEM,2663
Massachusetts,Tyngsborough,REP,3364,DEM,4028
Massachusetts,Wakefield,REP,6019,DEM,10170
Massachusetts,Waltham,REP,7624,DEM,19847
Massachusetts,Watertown,REP,3795,DEM,14855
Massachusetts,Wayland,REP,1681,DEM,7191
Massachusetts,Westford,REP,4618,DEM,10078
Massachusetts,Weston,REP,1703,DEM,5049
Massachusetts,Wilmington,REP,6394,DEM,7950
Massachusetts,Winchester,REP,3679,DEM,9445
Massachusetts,Woburn,REP,8464,DEM,13504
Massachusetts,Nantucket,REP,1912,DEM,5234
Massachusetts,Avon,REP,1030,DEM,1599
Massachusetts,Bellingham,REP,4383,DEM,5165
Massachusetts,Braintree,REP,8680,DEM,12464
Massachusetts,Brookline,REP,3322,DEM,26046
Massachusetts,Canton,REP,4953,DEM,9147
Massachusetts,Cohasset,REP,1662,DEM,3835
Massachusetts,Dedham,REP,4743,DEM,10658
Massachusetts,Dover,REP,1140,DEM,2759
Massachusetts,Foxborough,REP,4287,DEM,6583
Massachusetts,Franklin,REP,7073,DEM,12053
Massachusetts,Holbrook,REP,2381,DEM,3710
Massachusetts,Medfield,REP,2374,DEM,5668
Massachusetts,Medway,REP,3000,DEM,5149
Massachusetts,Millis,REP,1985,DEM,3464
Massachusetts,Milton,REP,4348,DEM,12497
Massachusetts,Needham,REP,4071,DEM,15538
Massachusetts,Norfolk,REP,2548,DEM,4037
Massachusetts,Norwood,REP,5721,DEM,10941
Massachusetts,Plainville,REP,2445,DEM,3154
Massachusetts,Quincy,REP,14224,DEM,29956
Massachusetts,Randolph,REP,3513,DEM,13586
Massachusetts,Sharon,REP,2530,DEM,8530
Massachusetts,Stoughton,REP,0,DEM,0
Massachusetts,Walpole,REP,6125,DEM,9237
Massachusetts,Wellesley,REP,3264,DEM,12295
Massachusetts,Westwood,REP,3430,DEM,6812
Massachusetts,Weymouth,REP,12293,DEM,19254
Massachusetts,Wrentham,REP,3313,DEM,4220
Massachusetts,Abington,REP,4188,DEM,5127
Massachusetts,Bridgewater,REP,6467,DEM,7507
Massachusetts,Brockton,REP,0,DEM,0
Massachusetts,Carver,REP,3503,DEM,3265
Massachusetts,Duxbury,REP,3986,DEM,6758
Massachusetts,East Bridgewater,REP,4311,DEM,4096
Massachusetts,Halifax,REP,2385,DEM,2329
Massachusetts,Hanover,REP,4479,DEM,4859
Massachusetts,Hanson,REP,3312,DEM,3240
Massachusetts,Hingham,REP,4848,DEM,10403
Massachusetts,Hull,REP,2405,DEM,4446
Massachusetts,Kingston,REP,3763,DEM,4498
Massachusetts,Lakeville,REP,3778,DEM,3326
Massachusetts,Marion,REP,1244,DEM,2367
Massachusetts,Marshfield,REP,7377,DEM,9473
Massachusetts,Mattapoisett,REP,1884,DEM,2712
Massachusetts,Middleborough,REP,7022,DEM,6155
Massachusetts,Norwell,REP,2910,DEM,4262
Massachusetts,Pembroke,REP,5304,DEM,6118
Massachusetts,Plymouth,REP,14936,DEM,20780
Massachusetts,Plympton,REP,912,DEM,962
Massachusetts,Rochester,REP,1987,DEM,1757
Massachusetts,Rockland,REP,4319,DEM,5400
Massachusetts,Scituate,REP,4611,DEM,8595
Massachusetts,Wareham,REP,5427,DEM,6733
Massachusetts,West Bridgewater,REP,2270,DEM,2217
Massachusetts,Whitman,REP,3875,DEM,4487
Massachusetts,Boston,REP,42707,DEM,225368
Massachusetts,Chelsea,REP,2146,DEM,7953
Massachusetts,Revere,REP,7181,DEM,13283
Massachusetts,Winthrop,REP,3665,DEM,6057
Massachusetts,Ashburnham,REP,1643,DEM,1982
Massachusetts,Athol,REP,2552,DEM,2653
Massachusetts,Auburn,REP,4260,DEM,5547
Massachusetts,Barre,REP,1524,DEM,1528
Massachusetts,Berlin,REP,815,DEM,1366
Massachusetts,Blackstone,REP,2485,DEM,2381
Massachusetts,Bolton,REP,1124,DEM,2484
Massachusetts,Boylston,REP,1314,DEM,1876
Massachusetts,Brookfield,REP,1054,DEM,944
Massachusetts,Charlton,REP,4339,DEM,3749
Massachusetts,Clinton,REP,2876,DEM,4661
Massachusetts,Douglas,REP,2955,DEM,2457
Massachusetts,Dudley,REP,3155,DEM,2716
Massachusetts,East Brookfield,REP,740,DEM,592
Massachusetts,Fitchburg,REP,5820,DEM,8837
Massachusetts,Gardner,REP,3881,DEM,5075
Massachusetts,Grafton,REP,3958,DEM,6977
Massachusetts,Hardwick,REP,732,DEM,746
Massachusetts,Harvard,REP,945,DEM,3005
Massachusetts,Holden,REP,4895,DEM,7133
Massachusetts,Hopedale,REP,1364,DEM,2235
Massachusetts,Hubbardston,REP,1441,DEM,1387
Massachusetts,Lancaster,REP,1737,DEM,2381
Massachusetts,Leicester,REP,3145,DEM,3099
Massachusetts,Leominster,REP,8447,DEM,12084
Massachusetts,Lunenburg,REP,2878,DEM,3911
Massachusetts,Mendon,REP,1767,DEM,2041
Massachusetts,Milford,REP,5535,DEM,8691
Massachusetts,Millbury,REP,3685,DEM,4117
Massachusetts,Millville,REP,975,DEM,820
Massachusetts,New Braintree,REP,336,DEM,319
Massachusetts,Northborough,REP,2835,DEM,6273
Massachusetts,Northbridge,REP,4241,DEM,4718
Massachusetts,North Brookfield,REP,1459,DEM,1176
Massachusetts,Oakham,REP,663,DEM,553
Massachusetts,Oxford,REP,3761,DEM,3573
Massachusetts,Paxton,REP,1259,DEM,1612
Massachusetts,Petersham,REP,0,DEM,0
Massachusetts,Phillipston,REP,607,DEM,484
Massachusetts,Princeton,REP,969,DEM,1514
Massachusetts,Royalston,REP,357,DEM,404
Massachusetts,Rutland,REP,2661,DEM,2800
Massachusetts,Shrewsbury,REP,7004,DEM,13325
Massachusetts,Southborough,REP,1779,DEM,4477
Massachusetts,Southbridge,REP,3022,DEM,4074
Massachusetts,Spencer,REP,3290,DEM,3005
Massachusetts,Sterling,REP,2431,DEM,2801
Massachusetts,Sturbridge,REP,2474,DEM,3387
Massachusetts,Sutton,REP,3041,DEM,3042
Massachusetts,Templeton,REP,2287,DEM,2060
Massachusetts,Upton,REP,1956,DEM,3099
Massachusetts,Uxbridge,REP,4090,DEM,4347
Massachusetts,Warren,REP,1374,DEM,1146
Massachusetts,Webster,REP,4002,DEM,4003
Massachusetts,Westborough,REP,2756,DEM,7490
Massachusetts,West Boylston,REP,1842,DEM,2742
Massachusetts,West Brookfield,REP,1127,DEM,1137
Massachusetts,Westminster,REP,2388,DEM,2556
Massachusetts,Winchendon,REP,2657,DEM,2310
Massachusetts,Worcester,REP,21018,DEM,48030
Michigan,Alcona,REP,4848,DEM,2142
Michigan,Alger,REP,3014,DEM,2053
Michigan,Allegan,REP,41381,DEM,24447
Michigan,Alpena,REP,10686,DEM,6000
Michigan,Antrim,REP,9783,DEM,7289
Michigan,Arenac,REP,5928,DEM,2773
Michigan,Baraga,REP,2512,DEM,1478
Michigan,Barry,REP,23473,DEM,11804
Michigan,Bay,REP,33347,DEM,26653
Michigan,Benzie,REP,6600,DEM,5480
Michigan,Berrien,REP,43519,DEM,37438
Michigan,Branch,REP,14067,DEM,6161
Michigan,Calhoun,REP,35900,DEM,28417
Michigan,Cass,REP,16686,DEM,9122
Michigan,Charlevoix,REP,9841,DEM,6939
Michigan,Cheboygan,REP,10186,DEM,5437
Michigan,Chippewa,REP,10682,DEM,6651
Michigan,Clare,REP,10860,DEM,5200
Michigan,Clinton,REP,25098,DEM,21968
Michigan,Crawford,REP,4955,DEM,2612
Michigan,Delta,REP,13206,DEM,7605
Michigan,Dickinson,REP,9617,DEM,4744
Michigan,Eaton,REP,31797,DEM,31297
Michigan,Emmet,REP,12135,DEM,9662
Michigan,Genesee,REP,99199,DEM,120082
Michigan,Gladwin,REP,9893,DEM,4524
Michigan,Gogebic,REP,4600,DEM,3573
Michigan,Grand Traverse,REP,30502,DEM,28683
Michigan,Gratiot,REP,12102,DEM,6693
Michigan,Hillsdale,REP,17037,DEM,5883
Michigan,Houghton,REP,10380,DEM,7755
Michigan,Huron,REP,11949,DEM,5349
Michigan,Ingham,REP,47640,DEM,94221
Michigan,Ionia,REP,20657,DEM,10901
Michigan,Iosco,REP,9760,DEM,5371
Michigan,Iron,REP,4216,DEM,2493
Michigan,Isabella,REP,14815,DEM,14072
Michigan,Jackson,REP,47381,DEM,32004
Michigan,Kalamazoo,REP,56823,DEM,83674
Michigan,Kalkaska,REP,7436,DEM,3003
Michigan,Kent,REP,165318,DEM,186753
Michigan,Keweenaw,REP,862,DEM,672
Michigan,Lake,REP,3946,DEM,2288
Michigan,Lapeer,REP,35480,DEM,16368
Michigan,Leelanau,REP,7915,DEM,8793
Michigan,Lenawee,REP,31539,DEM,20916
Michigan,Livingston,REP,76982,DEM,48220
Michigan,Luce,REP,2109,DEM,842
Michigan,Mackinac,REP,4304,DEM,2632
Michigan,Macomb,REP,264535,DEM,225561
Michigan,Manistee,REP,8321,DEM,6107
Michigan,Marquette,REP,16288,DEM,20465
Michigan,Mason,REP,10207,DEM,6802
Michigan,Mecosta,REP,13265,DEM,7373
Michigan,Menominee,REP,8120,DEM,4314
Michigan,Midland,REP,27675,DEM,20493
Michigan,Missaukee,REP,6648,DEM,1967
Michigan,Monroe,REP,52710,DEM,32975
Michigan,Montcalm,REP,21815,DEM,9703
Michigan,Montmorency,REP,4171,DEM,1628
Michigan,Muskegon,REP,44544,DEM,45508
Michigan,Newaygo,REP,18864,DEM,7874
Michigan,Oakland,REP,325916,DEM,433982
Michigan,Oceana,REP,8892,DEM,4944
Michigan,Ogemaw,REP,8253,DEM,3475
Michigan,Ontonagon,REP,2358,DEM,1391
Michigan,Osceola,REP,8928,DEM,3214
Michigan,Oscoda,REP,3466,DEM,1342
Michigan,Otsego,REP,9779,DEM,4743
Michigan,Ottawa,REP,100913,DEM,64705
Michigan,Presque Isle,REP,5343,DEM,2912
Michigan,Roscommon,REP,9670,DEM,5166
Michigan,Saginaw,REP,50785,DEM,51088
Michigan,St. Clair,REP,59186,DEM,31363
Michigan,St. Joseph,REP,18128,DEM,9262
